conversation_id,customer_message,agent_response
520649,Is there a way to cancel the order of The Pope and Mussolini? I'll just buy it at my local Barnes & Noble and have it read before Monday.,If your order hasn't entered the shipping process you can cancel it here: We're also happy to look into this for you:
520662,Is it possible to buy books from the Italian/German version of Kindle in Mexico?,Hi! Could you tell us on which Amazon platform you would like to buyKindle digital books?
522436,okay. that helped 100%!!!!!!!!!!,Excellent! Happy gifting! 🎁😍
522457,okay let me show you another way,"Hi Rich, for us to help better with this you should contact us directly using the link provided by my colleague . Let us know how you get on."
522526,"Yes I Have, And All my Information Is Correct. I Just Want To Be Able to Access My Account Without This Happening Again",Thanks for the update. Have you received an e-mail from our Account Specialists regarding the status of your account?
523419,Hello I've shipped(self-return) an item for return. Do I have to send a copy of courier's receipt to amazon?,You can reply to the previous correspondence with a soft copy of the receipt. We'll assist you further with your concern.
524217,I received a worning from her father instead.,We didn't see that coming!
524847,I would like to request a call back regarding a delivery issue I'm currently facing,Apologies for the issue you are facing regarding the delivery. Could you confirm if you have shared your details in the link provided earlier?
524912,i have already contacted the customer care via call its not helping and saying to reorder the same product as fuck!!!! when i will get my order??? Order ID :- #408-0231829-4528313 its been 3days and still not Dispatched sort this out!!!,I understand your concern is regarding order not being dispatched. All the packages are shipped on time so that it reaches you by estimated delivery date. Could you confirm if we happened to miss the mentioned time frame?
527077,"Once again,a breakdown in communication.I understand the cost benefit of outsourcing jobs but when your CUSTOMER SERVICE doesn't understand a situation, you lose customers. Like me.","Hi, without providing any personal information. Can you let us know what happened?"
527091,"signed up to #Amazon #prime first delivery was next day. I've had 4 orders after that was late. Yesterday's was 3 days late. At £79 a year and your main selling point of next day delivery, you guys need to get your act together.","I'm sorry to hear that Sammy, we are in a busy period so some orders might have extended delivery window. Have the orders been delivered after the estimated delivery dates that were given to you in your confirmation emails?"
527634,disgraceful service. Parcel delivered to local Pass My Parcel supposed to give me bar code to pick up. No bar code😡,"Hi, have you checked your emails including the spam folder to see if a pick up code has been sent?"
527699,- I'm still waiting! :/,An email has already been sent with a reply. Kindly check it from the link shared here:
527701,Hi there! Yes raised it as delivery feedback with each delivery and not had anything backand yes my safe place is at the back of the house which is accessible. Quite disappointing as if it then goes missing who take responsibility?,"Hi, we would certainly do our best to correct the situation if the item were to go missing. Your safe place option should be followed through with the carrier. Are you aware of who the carrier ignoring the request is?"
529063,"I am highly disappointed with Amazons service, my order# 404-4688706-1243534 was supposed to be delivered by yesterday as a gift to a friend and yet not delivered. Your customer support has been of no help in tracking my. Disappointed!","Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2"
529091,Got it. Email sent,"Thank you, please let us know how you get on!"
529191,I have filled this form 4 times. Request you to not make me fill this form again. I have dropped my number in your messages. Call me,We've responded to you via DM. Kindly check and feel free to get back to us for further concerns.
529202,"I subscribed to Amazon prime in july17 but after I signed out of the app and signed in again after sometime, it is asking me again to pay for it. I need help",Please login to you Amazon account using the same credentials. If you are trying to log in using a different account your Prime membership will not show. If the problem still persists you can contact our customer service team here:
529944,Un de mes jeux dit qu’il va devoir etre rembourser. Mais pour le reste rien n’est encore dit.,L'avez-vous signalé à notre SAV?
530055,"Oh , so let people see what your Flash sale is like ! How you people fool And cheat in name of Flash sales Truly disheartened by your Service Amazon.",We will take this instance as feedback and share it internally. We'll ensure to work on it.
530065,"Lieferung #AmazonLogistics 02.12.: Nicht zugestellt. ""Zustellung durch widrige Umstände verzögert."" Stand: 0/2 #PaketDezember","Oh, das sollte nicht passieren! Bitte melde dich direkt bei uns, dem Amazon.de Social Media Team: Wir kümmern uns darum. Gruß"
530860,No I have heard nothing other than a reply to my email 5 days ago saying that it’s being looked into and I would hear soon! But I haven’t! Hence frustrated tweet! Please resolve.,I am sorry to hear you haev not been updated Richard. Can I ask for you to reach out to us using the following link so we can look into this for you:
531531,is best rather than fake who gives only wrong information to costumer by customer service.,We haven't received your details. Please fill the form which is provided here: so that we can check and assist you accordingly.
531549,"Order item Friday 25th and as prime member should have received it by latest Monday 27th, now 2nd of December and management in Amazon refusing to talk to me","Thank you for contacting us. I am sorry your item hasn't arrived. We are here to help! Just to clarify, have you received any emails concerning a delay or a new delivery window?"
531682,"There wasn't any other options regarding packaging, have just double checked. Item isn't technically damaged itself but not sure how to gift it when the box looks so awful due to being opened and stickered to death. Any advice?","You should still be able to create a return label for the item for a refund, and place a new order selecting the ""ship in Amazon box option"". Hope this helps! -Sami"
532629,"Die Bestellung ist seit dem 22. November als ""Unzustellbar"" deklariert, aber bis heute hab ich das Geld nicht zurück bekommen. Muss man das irgendwo melden? Bzw. wie lange dauert das?","Du hast un deinem letzten Post angegeben, dass du dich an den Kundenservice wenden wolltest. Was ist denn da raus gekommen?"
533223,"I contacted amazon at 5:30pm (after the office was close) I was assure instructions were given to the driver to deliver today from 10 to 12, he apparently still tried to deliver a 7:05pm, instructions WERE never given to deliver TODAY",So sorry to hear that the information wasn't properly provided to the driver. Has the representative that you're on the phone with been able to submit the order for redelivery?
533266,No. It says nothing.,Does your residence require a security code for access? Have you updated this information in your account delivery settings?
533302,It would be more helpful if your drivers left cards which they NEVER seem to do. I've played this guessing game with neighbours far too many times. Can't you find out which house it's at?,"Did you get any emails confirming your order has been delivered? Email might contain more info, such as Lisa's house number."
533302,"No email, just marked as delivered in my account. ""Parcel was handed to resident. to Lisa"".","At this point, please contact us so we can investigate. We can see what options are available now for you. You can contact us by phone or chat here: Let us know if you need anything else!"
534136,Yes I've refreshed the map but the van's been there since 10.30 and still four deliveries ahead of me. I'll keep waiting!,Keep us posted on its arrival!
534185,"Ich wollte nachfragen, ob die Chance besteht ""I Am... World Tour"" wieder auf Prime zur Verfügung zu stellen.","Dazu liegt uns keine Information vor. Ich gebe deinen Wunsch zu ""Beyonce - I am World Tour"" aber gern weiter. Ob und wie lange ein Titel bei Prime Video verfügbar ist, hängt von den getroffenen Lizenzvereinbarungen ab."
534236,"blatantly not resolved, hence tweet. i give up!","Hi Vicki, for your security we can't access your account here. We'd like to see this sorted out for you. Has a replacement order been arranged?"
534988,I have still not received my courier!,We've reached out to transportation team and we're trying to get this sorted as soon as possible. We will get back to you once we have an update.
535001,Your email says that issue is escalated and you will get back to me within 48 hours..I have already responded that email. Why have you escalated today and not in Friday ? Will I get my product today ? No one has called me till now,"I apologize for the long stretch, Vivek. Since you've already responded to our correspondence, our team will get back to you with an update shortly. Appreciate your patience and understanding."
535104,Ich hätte lieber noch ein paar mehr Dokus 😉,Dein Feedback gebe ich gern weiter. Generell findest du alle in Prime Video enthaltenen Dokuserien und Dokufilme gleich über diese beiden Links:
535677,Pathetic packaging. What's the point of gift covering if it's torn so badly? Disappointed.,We apologize for the inconvenience regarding packaging of your order. Kindly reach out to our support team here: so that they can assist you accordingly.
535689,HURRY UP I WANT MY TREE,Hello! I understand you have an order on the way. Have we missed the expected delivery date shown on the order confirmation email?
535761,"Hey this isn’t good news, this is you saying my order is delayed a day. Also, you have conflicting delivery dates in the app.","Thank you for contacting us. We are here to help! Just to clarify, what date was provided in your order confirmation email?"
535767,"#fraudamazon #cheat #dontbuy Order id:406-1634211-8172338 Bought a product with 1year warranty, product damaged, no replacement or refund, seller cheated too. Never trust Amazon.in","So, kindly reach out to the nearest manufacturer or the service center for further assistance. Also, please don't provide your order details as we consider it personal information. Our twitter page is visible to public. 2/2"
536557,"Le montant est élevé, donc chez plus le client dépense moins il est considéré. Vos CGV annoncent 3 jours de délai et vous m'envoyez des emails tous les 3 jours pour reculer le remboursement de 3 jours.",Je vous invite à patienter SVP. Vous serez avisé par la personne ayant pris en charge votre dossier.
537406,Status says dispatched today and arriving on Tuesday and the courier is Royal Mail,"Oh! I see! Thanks for the information, Barry! If you'd like to reach out to us by phone, we will be happy to investigate this for you! You can contact us here: and we can explore available options for you! Please keep us posted on this!"
537408,Thanks I'll do that then. I can collect from the sorting office if I need to,"No problem, Barry! Please let us know if you have any other concerns or questions we may assist with. We're always here to help!"
537526,please bring bajaj finserv emi in payment option for amazon in india.,We value your feedback and insight. I'll ensure to share your comments internally to work on.
538494,"No, I’ve only ever had one amazon account which is the one I am using now for prime. Prime membership appears fine on that account which is why the letter is a bit puzzling.",Is the letter referencing Prime Video? Have you had a free trial for Prime Video or ended your Prime membership within the last year?
538510,Everyone should cancel prime his time of year and just use their regular free shipping. You're not going to 2 days shipping this time of year anyway. #fail #canthandletheseason #amazonwasniceonce,"Hey, Markus! Has there been a delay in delivery for your items? We'd love to help!"
538516,"Searching for ""My Name is Khan"" Movie. But Could't find. Please do Needful",We will be adding fresh content constantly. Kindly stay tuned.
538533,"are absolutely useless, had 3 parcels, in 3 days just dumped on our doorstep when we live on a busy street meaning one got stolen, customer services couldn’t care less 👍🏻🙃","Thank you for contacting us, Kirstie! I am sorry to hear one of your parcels were stolen. We are here to help! Just to clarify, what option were you given when you contacted us?"
540837,"Hey how is it that I've received every package I've ordered from Target, Walmart and Academy Sports yet I pay $99 a year for your services and have yet to receive my packages ordered at the same time?",We are sorry for the frustration. Have we missed the delivery date in your confirmation email?
540921,"Hi! Please allow customers to choose shipping options, between USPS and UPS! Cause USPS is a🐢","Hi, are you currently waiting on an order to arrive?"
542116,"I'm on day 4 of my daughter's birthday presents saying ""out for delivery"" and then not showing up. #notcool #sheis11",We are sorry for the delay in delivery. We would love to assist you with this in real time. Please contact us via phone or email here:
542222,please help I am not getting an appropriate help from your side I just need my invoice,As invoice contains sensitive information we will not be able to access the same. You may download the invoice by following the steps given here:
542254,J'ai un colis amazon pour des voisins et ils ne viennent pas le chercher... le livreur a mis mon nom pour la réception du colis. Ils pensent peut-être que je vais venir leur apporter/livrer.,"Bonjour, désolée d'apprendre cela :/ pourriez-vous nous communiquer le numéro de suivi de ce colis s'il vous plaît ?"
542261,i want phone call will you call me?,Kindly reply to our correspondence with a call back request & we'll connect with you. You may find all the correspondences from us here:
543570,I tried many times... But no avail. Always get same reply from ur executives that Send AUTHORIZED Courier Receipt. What to do now???,The resolution provided in the e-mail is the best we could offer at the moment. We would request your cooperation here.
545700,Todos enviados pela Amazon.,Entendi. Nesse caso recomendo dar uma olhada nas seguintes informações:
545700,Sou cliente há muito tempo e as caixas tem ficado cada vez menores com pouco enchimento entre os livros pra proteger,"Entendo, Stephanny. Agradecemos muito o seu comentário e feedback e tenha certeza que já encamininhamos seu caso para nossa equipe responsável. Para nós é muito importante melhorar o serviço que você recebe."
545754,Ordered oneplus 5t trackin id-910123673305 Order id-407-4264026-5042739 Status -delivered To whom? I (prime member)didnt receive it on d address mentioned while placing order! Time 2 turn to flipkart-Make In India as Amazon is Cheaters or theives?,Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. 2/2
545812,Had a issue with delivery today said there was an issue with the address can you shed any light on this. Thanks,"Hi there, Ann! Have you had a chance to confirm that the shipping address is correct? You can do that here: If all is correct, please reach us directly here so that we can look into this for you:"
546337,You sent me an incomplete package,"I'm sorry to hear this. Has your order been split into multiple shipments, or does the shipping information show the items together here:"
546421,"Not sure if is ready for ""Prime"" time. 3/4 orders on Black Friday misfired with 1 still AWOL. Fingers crossed my order comes today",I'm sorry to hear it hasn't arrived. What's the delivery date and most recent tracking shown here:
546460,I've tried 6 times but it doesn't help me get my orders from your dishonest drivers,"When you had contacted us, what did we advise? Did we ask you to wait longer in case it arrives later or discuss refund/replacement options?"
546464,just delivered a package to our house and the address isn’t even close. Somebody is going to be upset because I’m not delivering it.,"Thanks for reaching out to us, Matthew. Please check out this help page for more information: -Roger B."
549387,Vendido y distribuido por Amazon,Gracias por la información. ¿Podrías indicarnos si has contactado hoy con Servicio al Cliente? de ser así ¿Podrías indicarnos que te han informado?
549430,"There are hundreds of buyers claiming the same issues with the same seller yet keeps striking off all 1* feedback. Your CS agent Pooja is ill-mannered,untrained, condescending and rude ( call recording available ) unwilling to listen to customers.","I understand your disappointment, Ashish. I'd like to inform you that all reviews on our website are published as long as they abide to the guidelines here: Please go through them and get back to us If you still have any queries. 1/2"
549513,"So amazon apparently delivered a package and ""handed to resident"".. so wheres my package? Cos it certainly was not handed to me...",I'm sorry you haven't received your package! Have you tried all of these steps: to locate your order?
550479,"Hola , pedí un libro por y estaba para llegar el 30 de noviembre pero todavía no llega. ¿Hay alguna posibilidad de rastrear el paquete?","¡Hola Ana.! Sentimos los inconvenientes con tu pedido. Sin compartir información personal ni confidencial, ¿Podrías indicarnos si el producto es vendido directamente por Amazon o si ha sido vendido por un vendedor externo?"
550551,"Your carriers picked up the wrong package at my address, and I don’t purchase the package through Amazon.","When you contacted in, what options were discussed regarding the wrong packing being picked up?"
550556,"Pedí un libro que al abrir el paquete, el pobre parecía que había sufrido un duro viaje. Como sugerencia, quizá habría que poner papel de burbuja o similar, para que no llegue, como en mi caso, con hojas dobladas y algo arrugado. ¡Un saludo!","Gracias por la información Marga, es muy importante para nosotros conocer tu opinión para mejorar la experiencia de compra. Por favor ingresa en el siguiente enlace para que puedas presentar también tu valoración de manera personalizada:"
550610,My order with order id 405-7338686-4915560 was not delivered today. Instead got an email that it could not be delivered because there was no one to accept. When called delivery person he said he was not able to do it today. Then why this lie?,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public."
553328,Big shout out to #Dynamax for making my one day shipping last over two days... Still didn't get my package. should no longer support this delivery service.,Hi! I'm sorry that you haven't received your package. Do you see a new expected delivery date in your tracking? You can find it here: Let us know!
553334,"constantly gettign a message ""Your account has been locked for security purposes. Please check your e-mail for instructions on how to unlock your account"" had this issue for ages. Havent had an e-mail!","Oh no! So sorry for the frustrations! Please reach out, without signing in, here: so we can look into your account being locked."
553397,Hi why did you deliver one half of my order and refund the other item saying it’s ‘undelivered?’,Oh no! We don't have account access through Twitter. Please reach out to us here: so we may look into this.
554595,This is what free shipping gets you,Thank you for bringing this to our attention. May you confirm the carrier stated here: or on the label that delivered this order?
554655,"email reply from Amazon says I get a refund, I go on the chat to get the refund and get denied. Great service Amazon!","I'm sorry for the trouble. Without posting personal account information, can you tell us what the refund was regarding? When you spoke with us, did we mention why we weren't able to issue a refund?"
554659,Ainda não!!! Mas já tô super ansioso!!! Haha!!!,"Tomara que curta muito da leitura, Julito 😉 Boa leitura!"
555284,I didn’t see this option. Can I set it as a default? Majority of my purchases are for children’s presents so would be handy if can avoid them seeing what’s come in the future.,Currently it is not a default option and would need to be chosen for each item at checkout.
557053,". Hola, un libro que compré hace años para kindle aparece desconfigurado en mac y en la tablet. Lo he borrado del mac pero ahora no se descarga. Cómo puedo solucionarlo? Gracias!","Hola, podrías comentarnos ¿en cual de los dispositivos estas intentando descargar el libro nuevamente?"
557077,"I’ve just ordered something and the money hasn’t come out, usually when I order something it comes out straight away",Thanks for reaching out to us! You won't be charged for your order until the items ship. Has your order entered the shipping process? You can view it here:
557084,"what terrible customer service today. Sent me 2 broken items and refusing to replace them. Refunds are good and well, but needed the replacement items...",I'm sorry you received a damaged item! We're only about to replace items that are shipped and sold by Amazon. What information or options were provided when you contacted us about this?
557131,Recomendo fazer isso sozinho em casa a noite com tudo escuro usando apenas um lanterna. Pois o climão sombrio multiplica o medo por 9000,Monza! Eu sou fã dos livros de terror e de suspense! Não existe melhor coisa que ler à noite na escuridão! 😲
560603,Not amused at my two prime orders that were meant to be delivered today but didn't make it </3,"I'm really sorry to hear your parcels didn't arrive as expected! Typically, late shipments are delivered the following working day. If not received by Monday, please reach us directly via phone or chat to go over available options:"
561656,It was amazon. AMZL US,We want to investigate this further with you. Please reach out to us using this secure link:
561697,"The gate is nothing new, and was never a problem before.","I can understand how frustrating this is. Who is the carrier listed for this order? We can help you leave feedback for them as well, here:"
562958,That link doesn’t provide any info about the carrier.,"When using the link, it should take you to Your Orders. Next to the order in question, there should be an option to track your order."
564900,"Does Amazon USA ask for social security number, then why Amazon India thinks it can ask for #aadhaar and why is govt mute over this?","We seek Aadhar information as authentication is a must for any investigation. Aadhar card is preferred since it’s the most ubiquitous ID, we also accept other Govt approved IDs such as passport or pan card. We are committed to secure all our customer’s data."
564904,"Well, I want to split a payment for a purchase. But was told I can only do it using an Amazon gift card plus debit/credit card.","Got it! Payments can't be split among multiple cards, but can be split between a card and an Amazon gift card. For more information, please refer here:"
566613,"I’m sure my bank authorized the use of my card with amazon as I was able obviously place an order. The money for the order was taken out of my account as expected for any other order. What I’m asking is, after an order is cancelled - will I get a refund?","If the order did not enter the shipping process, your payment method was not charged. When an order is placed your bank will put an authorization for the amount of your order on your payment method. See more about them here:"
566657,That doesn't help that you fucked up my delivery the first time which took a week to settle out and get a new delivery now this one's late and I'm left without a working computer for a week and a half and behind on so much shit.,"I can certainly understand the frustration with your deliveries. To confirm, what was the delivery date provided at checkout or in your order confirmation e-mail? You can find that here:"
566678,waited all day for a package to be delivered. Nothing. The email stated 12/2 by 8pm. Now customer service states it will be delivered by 12/9 or maybe 12/7 or 12/4. #irritated,"I'm sorry for the wait! When you spoke with us directly, were we able to provide a date we'll be able to refund or replace this shipment if it hasn't arrived?"
566681,Also I was refunded and then it took the money again from my bank. Now I'm over my transactions and have to pay the fees for both that was done,I'm sorry for the trouble! We don't have access to your account via Twitter. Please connect with us here so we can assist you better:
568348,"says my package was delivered at 2 PM, but I was home then and there was no delivery. 6 hours later, still no delivery.","I'm sorry your order hasn't arrived as expected, Justice! Which carrier was delivering your package? You can check here:"
569127,"Extremely displeased. I have sat here all day waiting for a PRIORITY PACKAGE supposed arrive TODAY by 9PM, but no one knows where it is and NO WORD ON IT BEING DELAYED. Why pay for priority shipping when you are just going to lose my order and not tell me about it?",I'm so sorry for the poor experience! We strive to meet the delivery date given in checkout. What's the most current tracking shown here:
569192,hey why don't you bother to respond to emails with delivery problems anymore. Don't you care?,"Of course we care! We are sorry you have not received a reply to your email. Without sharing any personal or account information, please give us more details."
569221,Amazon is the carrier. Last update was 5AM. Customer service has no idea where the package is.,I would like a member of our team to look into this for you. Please provide more info here:
570020,Just said if it wasn't here by the time I was out of town to ask you again. Please answer my question on the shipping agent. Everyone I know gets some sort of credit or Prime extension when this happens but I haven't even gotten e-mail yet.,We'd like to have Amazon Logistics investigate this delay for you. Please send us your order details at the following link and we'll follow up shortly:
570069,"And yes, I try those steps every single time but at this point it shouldn't be on ME to try and track down a package your driver consistently misdelivers.",My team would like to escalate this for you. Please provide more order details here:
570099,You really need to better communicate that packages are delayed. When I’m told Today by 9PM that’s when I expect it to arrive. There has been zero communication of a delay until I call to find out you can’t even find my package. Awful communication!,I'm sorry for the trouble! Is your order showing updated delivery information here?
571690,Sorry but I have moved on. See the kind of disparities that exist. The point is that you guys are not willing to accept a mistake and that is a huge concern. The mistake is not small that it can be ignored.,"We'd like to help you, Karthik. Please reach out to us through the link provided earlier and we will look into this for you."
571765,received the mesaage but not product. Called CS and he says i will get it by eod. #poorcustomerservice,I'm sorry to hear that you've not yet received the package. Let me check this out for you. Kindly reach us via and we'll help you out here.
571816,"Unable to make payment, as I get following error on every retry. Could you please check? Customer care folks are not able to understand. Order # 406-1363621-4941920",Please don’t provide your order details as we consider them to be personal information. Our page is visible to public. 2/2
572411,We are in the process of arguing with a less than helpful customer service rep. Our prime account has been hacked and this guy wanted to waste 24 hours with our bank information. Not happy!,"I'm sorry for the frustration! For the best resolution, we collect this information so an Account Specialist can better assist you. Please keep us updated if you haven't received any communication in 24 hours."
572448,"Had purchased a Motorola charger a few months ago. That's also not working now. Of late have been quite dependent on Amazon for my electronics purchases. Unfortunately, the experience is not as satisfactory as earlier.","Sorry to know that the product isn't working as expected. I'd like to inform you that we'd not be able to initiate a return request post the return window. However, please reach out to the manufacturer, they'd surely be able to assist you with this."
572845,"I got the package yesterday. Perfect packaging and things intact. No complaints. Amazon hands down, any day! 👍",Thank you for the confirmation. We're glad that we could deliver up to your satisfaction.
572919,I got a notification around 3 pm that said it was lost and would be delivered around 8pm but I've been waiting at my door since about 7pm and still no show 😬 not sure what's going on but my day is definitely gonna be ruined if I don't get this package,Thank you for clarifying. We'd like to look into this with you when you've got some time. Please reach us by phone or chat via EP's link.
572931,thanks for instant one day replacement 🤘,"Thank you for your kind words, Bharat. We are glad we were able to meet your expectations. Hope to see you soon! :)"
574485,Hey When do you plan to add Malayalam movies to your roster??,"Vignesh, we currently do not have Malayalam content on the service. Please stay tuned as we expand our content selection."
574507,"I'm 45 minutes into a chat session trying to resolve an order where to wrong item was sent. Don't know if these chat reps are not empowered or if a language barrier exists, but can someone help resolve a routine issue? So frustrating!","Hello, I am sorry to hear about the problems that have occurred with this order. I understand you our using our live chat. What have you been advised ?"
574926,why don't we have 4K #FireTVStick in India Yet??,We do not have this feature yet on our Fire tv stick. We'll have your comments forwarded to our team for review in this.
575373,what’s happening with the new series of Twin Peaks on Blu-ray on the UK site? Still hasn’t dispatched and the version I ordered is “currently no longer available”?,Hi Paul. What was the expected delivery date given at the time the order placed? Has that passed?
575389,"Bonjour, à nouveau la promesse de livraison prime n'est pas tenue dès que le colis est confié à Amazon Logistics. Votre transporteur dégrade votre image de marque. 5 loupés en 6 mois, sans explications ... Comment faire pour exclure AL de mes transporteurs? Merci.","Bonjour, désolée d'apprendre cela :/ l'avez-vous signalé à notre SAV ?"
577709,And….. still on the phone for a decent conclusion! Promised email after email and still nothing!,"Hi, have we been able to provide any alternative options for you?"
577766,you have not fulfillment your commitment . your customer care Representative committed for today 3 dec on written mail but my product is not deliverer till now.please find mail screenshot below .you are making false commitment from last 7 days.,"Please don't provide your order details on Twitter, we consider it to be personal information. Our page is visible to the public. 2/2"
577774,why are you making false commitment again and again now you have given new time not date for delivering. you have not already fulfill your yesterday commitment how can i trust you ????????? i think am i not talking to brand like amazon . i have attached both the screenshot,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2"
579860,At least keep your promises. My order shows different date than your promise. Tell ur representative to contact.,"We're sorry to hear that. If you have requested an invite, we will honor your request and send you an invite. Due to heavy demand, we send limited number of invites each week. Keep an eye on your inbox."
580591,And the box is damaged!!!,"Hi there, Linda! I'm sorry about the damage! You can check here for options: Also, our Frustration-Free Packaging reduces the overall amount of packing materials used. You can select gift options for Amazon packaging at checkout."
580610,We have multiple orders waiting to arrive between husband and self he has also had order supposedly being delivered also now 5 attempts,Have you had any further updates to the tracking on your orders? What were the original estimated delivery dates provided in your order confirmation emails?
580663,"Hi! I am having trouble signing into my account. I tried changing the password after I repeatedly got a message that it was incorrect, but even after the change the same thing happened. Can you please help?","Hello, Lydia! I'm so sorry you're having trouble logging into your account! Please reach out to us here: so we can further assist."
582671,Amazon delivered wrong product.. I ordered a black berry phone and I get a Sony wireless headset...,I'm sorry to know you've received an incorrect product. Please connect with our support team here: so that we could check and assist you. 1/2
583532,"Hi When I tried to purchase 3 numbers of this item am getting this message! ""We're sorry. This item has a limited purchase quantity. We have changed your purchase quantity to the maximum allowable. "" Why?! I was regularly buying this!",Some products have a quantity limit as we want to ensure that all our customers have an opportunity to order these items.
584555,No birthday present for my grandson. Got a text saying delivered by 8pm. Yesterday. No delivery yet! Grrr,"Sorry to hear that, Cindy. Can I ask what the latest tracking update has been? YOu can check here:"
585669,"Disappointed with your “effortless” and “helpless” attitude team #socialmedia #AmazonIndia !. Done the needful, let’s see can #Amazon really help a person when in need or not! #Sadcustomer #Sadcustomerservice #verysadsocialmediateamAmazon 👎🏻😑",I understand your concern. I'm afraid we cannot promise you early delivery as the estimates provided during checkout is the time to be taken to deliver your order. Rest assured we'll deliver your order at the earliest.
586806,Yes the charge is on my bank account,Thank you for that information. What is the reference next to your charge?
586852,"can you please pm me with an email add for customer services. We are experiencing repeated problems with delivery - now 4th delivery gone astray. Shown as ‘handed to resident’ when we’ve been home, safe place instructions ignored and items AWOL",I am sorry to hear about this Charlie. We are unable tou do outbound DM's but you can contact our customer service direct using the following link: Hope this helps! -Sami
587936,"Also, the item isn't lost. I watched them deliver it. Status still says ""lost in transit"", though. No big deal, but it makes Amzn look silly","Okay, thanks for that info, Dave. Have you received any updates via e-mail for the last two packages you were expecting? Let us know. We'd like to help in any way we can!"
587961,I have checked the link and the items are sold by amazon and fulfilled by amazon. I can assure you that I am well aware on how to check the status of my items,"Thank you for checking! Has the parcel missed the delivery date given in the order confirmation e-mail you received? Have you received any e-mail notifications of a delay? They may have routed to a junk/spam folder. Let us know, we're here to help!"
588754,To be honest not helpful. Only will reorder which doesn’t really help us. Was expecting order on 27 nov #sad #nothappycustomer,"I can definitely understand how you feel. This isn't what we strive for, and I'm sorry we've let you down. I hope you'll consider us in the future. If you'd like, we can look into your order some more here:"
588780,help I can't connect the echo dot to my wifi try everything!!!,Oh no! I'm sorry for the troubles with connecting your Echo Dot to Wi-Fi! Have you tried these helpful steps:
590779,"I think I’ve found a delivery service worse than FedEx/UPS. Why does continue to use these people for Prime shipping!? Worst. Worst. Worst. A week later, my guaranteed delivery is still not here.","I'm so sorry that your package has not arrived, Beth. If we missed your guaranteed delivery date, please reach out to us via phone or chat to discuss options:"
590812,Today's package says #USPS. The #canon #printer says the carrier is #amzlus.,"Okay, thanks for that info. If there are any damages to the package delivered today, you can check your available return or replacement options here: Have you received any e-mail updates for your printer? Let us know. We want to help!"
592043,"After deciphering the drivers handwriting I’ve figured out he’s left my package with a car dealership, which is of course now closed. How ridiculous! Please asssit with what can be done. Needed this book for a lesson tomorrow (teacher)","I certainly understand your frustration! When you have the time, please ring us here: so we can look into what happened together."
593351,booked some packages to be delivered today with prime. Home all day on my day off. Driver popped a note through my door saying 'tried to deliver'. Didn't deliver to my neighbours who were in. No days off for a week so no-one home to accept tomorrow. Any advice?,"We’d love to help out but we don’t have access to your account, for security reasons. Please contact us here so we can address this properly, Tom:"
593467,Yamada Kun To Nana Nin No Majyo has no English subtitles,Thank you for flagging this to us. I have escalated this to our concerned department and will get this resolved soon.
593485,How do I make your Android app stop notifying me of sales and crap? It's obnoxious and needs to stop,"Thanks for reaching out, Graeme! You can adjust the amount of notifications you receive through the settings of your Android device. You'll need to disable push notifications. I hope this helps!"
594549,"It shows delivery between dec 2 - 5, I needed the item in the 2nd which is yesterday, that is why I paid 20 dollars for shipping","I'm sorry about that, Stafford. Just to clarify, the current estimated delivery range is the December 2nd and 5th?"
595684,"J'ai retourner l'article pour réparation, mais j'aimerai le récupérer",Avez-vous contacté notre service client à ce sujet ?
595723,"Bonjour, comment signaler un produit qui comporte (je pense) beaucoup de faux avis (protection d'écran d'Apple Watch mais dans les avis ça parle de protection de téléphone + aucun ""achats vérifiés""...","Bonjour, je vous suggère de signaler cela à notre SAV via:"
596757,Does and just drive by and throw packages out the window? Cause I definitely didn't have a package 'delivered' 🙃,I'm sorry for any trouble with your delivery! Do you have possession of your package?
601285,not very impressed. Just received an email saying ‘failed delivery attempt’ as I wasn’t in. Well I’ve been here all afternoon and evening waiting and no one knocked or rang door bell. Poor service.,"I'm sorry to hear about the delay, Monica! While delays are rare, they can sometimes occur due to unforeseen circumstances. Please let us know if your parcel is not received by tomorrow as most late orders arrive the next day!"
602254,"yeah, and it says it’s expected today but i highly doubt that’s going to happen since it’s Sunday","Deliveries occur until 8PM to ensure we keep our delivery promise. We do try to let you know if anything changes. What does the current tracking indicate here: Please let us know, Carson!"
602254,current tracking says it’s expected tonight at 8 but it’s not out for delivery yet,Please allow until the time listed for delivery and keep us posted.
603169,the reason I needed the item in the MISSING PACKAGE will be over Sunday then maybe it might show up,"If for any reason it shows up and you no longer need the item, you can check return options here: or phone or chat with us and we'll be happy to help too:"
603942,Thanks for ensuring that my Sunday was utterly wasted. Maybe telling me the item wasn’t coming would have been an idea?? #fail #customerservicefail,"I'm sorry for the delay. Typically, late packages arrive the next business day. If it's not received tomorrow, please give us a call or chat to look into options:"
603944,"Yet again! These aren't in my safe place, and it was raining, AND my Wife wasn't happy about her plant being flattened!",I'm sorry for this poor delivery experience. Please contact us directly via phone or chat to report this and to explore options here:
